List status,Desirability,Tier,Admission likelihood,Warnings,University,Course,Course at a glance,Country,City,Student life,Subject rank,Overall rank,Entry requirements,Student grades,Grades vs entry bar,English req,Annual tuition,Total tuition,Est. living/yr,Duration (yrs),Approx total (MYR),Scholarship & portal,Scholarship coverage,Scholarship competitiveness,How to get the scholarship,Money to show (visa),Work rights after graduating,Recognised in Malaysia?,How to apply,Key deadline,Intake,Notes,Course URL,Info source
Shortlist,80,A,Safety,Over budget,University of New South Wales,Bachelor of Data Science and Decisions,,Australia,Sydney,"Large campus at Kensington, 15 min from Sydney's eastern beaches; coastal but big-city.","QS Data Science & AI 2026 — ranked, below Monash/UTS in Australia",QS ~#19,"2026 A Levels entry score 13.0 (aggregate of best 3-4 A2 subjects, A*=6 A=5 B=4 C=3 D=2 E=1); 2026 Lowest Australian entry score 81.8;",AAAB predicted = aggregate 19 of best four (15 of best three) — well above the 13.0 cutoff,Above,IELTS 6.5 overall (6.0 each band),AUD 60000,AUD 189000,AUD 31000,3,874200,"UNSW International Scholarships — competitive, partial",Typically partial fee remission,Competitive; no meets-full-need equivalent,Apply via the UNSW scholarships portal after receiving an offer,"AUD 29,710/yr living costs + first-year tuition + return airfare (subclass 500, 2026 figure)","post-study work visa, Post-Higher-Education Work stream — 2 yrs for a bachelor",MQA recognised; strong Malaysian employer recognition; no professional-body gate for Data Science,Direct to UNSW (international) / UAC,,2027 Semester 2 (late July) — or Term 1 (Feb 2027) if A-Level results land in time,,https://www.unsw.edu.au/study/undergraduate/bachelor-of-data-science-and-decisions,Not verified
Shortlist,78,A,Match,Over budget,University of Sydney,Bachelor of Advanced Computing (Computer Science / Data Science major),,Australia,Sydney,Historic sandstone campus by the city centre with a huge clubs-and-societies culture.,QS Data Science & AI 2026 #38,QS ~#18,Indicative Australian entry score 95+ for Advanced Computing; A Level equivalent around AAA,AAAB predicted — borderline against an AAA-equivalent bar,Meets,IELTS 6.5 overall (6.0 each band),AUD 53500,AUD 214000,AUD 31000,4,1047800,Sydney International Student Award / Vice-Chancellor's International Scholarships,Typically partial fee remission,Highly competitive,Apply via the Sydney scholarships portal,"AUD 29,710/yr living costs + first-year tuition + return airfare (subclass 500, 2026 figure)","post-study work visa, Post-Higher-Education Work stream — 2 yrs for a bachelor",MQA recognised; strong Malaysian employer recognition,Direct to University of Sydney (international) / UAC,,2027 Semester 2 (Aug) — Semester 1 (Feb 2027) also offered,,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-advanced-computing.html,Not verified
Longlist,77,A,Safety,,Australian National University,Bachelor of Applied Data Analytics,,Australia,Canberra,,QS Data Science & AI 2026 #44,QS ~#32,Minimum selection rank 90.00; Australian Year 12 or international equivalent,"AAAB predicted (Maths A, Further Maths A, Chemistry A, Physics B)",Above,IELTS 6.5 overall (6.0 each band),AUD 56120,AUD 168360,AUD 29710,3,798219,ANU International Undergraduate Scholarship / ANU Chancellor's International Scholarship,Typically 25-50% fee remission,Competitive; automatic consideration for some,Most ANU international scholarships assess on admission — check whether a separate form is needed,"AUD 29,710/yr living costs + first-year tuition + return airfare (subclass 500, 2026 figure)","post-study work visa, Post-Higher-Education Work stream — 2 yrs for a bachelor",MQA recognised; strong Malaysian employer recognition,Direct to ANU (international) / UAC International,,2027 Semester 2 (July) — Semester 1 (Feb 2027) also offered,,https://programsandcourses.anu.edu.au/program/BADAN,Not verified
Longlist,77,A,Safety,,RMIT University,Bachelor of Data Science (BP340),,Australia,Melbourne,,QS Data Science & AI 2026 — ranked in band,QS ~#123,VCE equivalent; maths prerequisite (study score 20+ in General/Methods/Specialist Maths); no explicit A-Level threshold published,"AAAB predicted (Maths A, Further Maths A) — maths prerequisite far exceeded",Above,IELTS 6.5 overall (6.0 each band),AUD 43200,AUD 129600,AUD 31000,3,690060,RMIT International Excellence Scholarship,Typically 20-30% fee remission,"Merit-based, moderately competitive",Apply via the RMIT scholarships portal after an offer,"AUD 29,710/yr living costs + first-year tuition + return airfare (subclass 500, 2026 figure)","post-study work visa, Post-Higher-Education Work stream — 2 yrs for a bachelor",MQA recognised; RMIT is well known in Malaysia (long-standing pathway partnerships),Direct to RMIT (international),,2027 Semester 2 (July) — Semester 1 (Feb 2027) also offered,,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bachelor-of-data-science-bp340,Not verified
Longlist,76,A,Safety,,University of Queensland,Bachelor of Mathematics (Data Science major),,Australia,Brisbane,St Lucia campus sits on a bend of the Brisbane River — one of Australia's greenest campuses.,QS Data Science & AI 2026 — ranked in band,QS ~#42,GCE A Level aggregate of best 3 subjects (A*=6 A=5 B=4 C=3 D=2 E=1); UQ publishes a GCE information sheet,"AAAB predicted = aggregate 15 of best three (Maths A, Further Maths A, Chemistry A)",Above,IELTS 6.5 overall (6.0 each band),AUD 47000,AUD 141000,AUD 29710,3,713403,UQ International Scholarships / Global Leaders Scholarship,Typically partial fee remission,Competitive,Apply via the UQ scholarships portal,"AUD 29,710/yr living costs + first-year tuition + return airfare (subclass 500, 2026 figure)","post-study work visa, Post-Higher-Education Work stream — 2 yrs for a bachelor",MQA recognised; strong Malaysian employer recognition,Direct to UQ (international),,2027 Semester 2 (July) — Semester 1 (Feb 2027) also offered,,https://study.uq.edu.au/study-options/programs/bachelor-mathematics-2460,Not verified
Longlist,76,A,Safety,,Queensland University of Technology,Bachelor of Data Science (Data and Decision Analytics),,Australia,Brisbane,"City campus in central Brisbane, built around industry placements; sunny and outdoorsy.",QS Data Science & AI 2026 — QUT claims top 13 in Australia / top 200 world,QS ~#189,"Australian entry score / selection rank 80.00 (lowest adjusted offer, Semester 1 2026); recommends English and Mathematical Methods","AAAB predicted (Maths A, Further Maths A, Chemistry A, Physics B)",Above,IELTS 6.5 overall (6.0 each band),AUD 36800,AUD 110400,AUD 29710,3,618543,QUT International Merit Scholarship,Typically 25% fee remission,Merit-based,Automatic consideration for some; others via the QUT scholarships portal,"AUD 29,710/yr living costs + first-year tuition + return airfare (subclass 500, 2026 figure)","post-study work visa, Post-Higher-Education Work stream — 2 yrs for a bachelor",MQA recognised; moderate Malaysian employer recognition,Direct to QUT (international) / QTAC,,2027 Semester 2 (July) — Semester 1 (Feb 2027) also offered,,https://www.qut.edu.au/courses/bachelor-of-data-science,Not verified
Longlist,75,A,Safety,,Macquarie University,Bachelor of Information Technology (Data Science major),,Australia,Sydney,,QS Data Science & AI 2026 — ranked in band,QS ~#130,Australian Year 12 or equivalent; A Levels accepted; indicative Australian entry score mid-to-high 70s,"AAAB predicted (Maths A, Further Maths A, Chemistry A, Physics B)",Above,IELTS 6.5 overall (6.0 each band),AUD 33535,AUD 100605,AUD 31000,3,600176,Macquarie Vice-Chancellor's International Scholarship,"Typically A$10,000/yr or partial remission",Automatic consideration on admission for some awards,Most assess automatically; check the Macquarie scholarships portal,"AUD 29,710/yr living costs + first-year tuition + return airfare (subclass 500, 2026 figure)","post-study work visa, Post-Higher-Education Work stream — 2 yrs for a bachelor",MQA recognised; moderate Malaysian employer recognition,Direct to Macquarie (international) / UAC,,2027 Semester 2 (July) — Semester 1 (Feb 2027) also offered,,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-information-technology,Not verified
Longlist,73,B,Safety,Over budget,University of Technology Sydney,Bachelor of Engineering (Honours) Data Science,,Australia,Sydney,,QS Data Science & AI 2026 — 4th in Australia (ahead of Monash and UNSW on subject score),QS ~#88,Indicative Australian entry score mid-to-high 80s; recommends Mathematics Extension 1 and Physics,"AAAB predicted (Maths A, Further Maths A, Physics B) — matches the recommended subject profile exactly",Above,IELTS 6.5 overall (6.0 each band),AUD 48560,AUD 194240,AUD 31000,4,986544,UTS International Undergraduate Scholarships,Typically partial fee remission,Competitive,Apply via the UTS scholarships portal,"AUD 29,710/yr living costs + first-year tuition + return airfare (subclass 500, 2026 figure)","post-study work visa, Post-Higher-Education Work stream — 2 yrs for a bachelor",MQA recognised;,Direct to UTS (international) / UAC,,2027 Semester 2 (July) — Semester 1 (Feb 2027) also offered,,https://www.uts.edu.au/courses/bachelor-of-engineering-honours-data-science,Not verified
Longlist,72,B,Safety,,University of Wollongong,Bachelor of Data Science and Analytics,,Australia,Wollongong,,QS Data Science & AI 2026 — not separately ranked,QS ~#167,Australian entry score (selection rank) 65 for the sibling Computational Technology degree; GCE A-Levels explicitly accepted.,"AAAB predicted (Maths A, Further Maths A, Chemistry A, Physics B) — far above the published bar",Above,IELTS 6.5 overall (6.0 each band),AUD 36672,AUD 110016,AUD 29710,3,617353,UOW International Merit / Vice-Chancellor's Scholarship,Typically 20-30% fee remission,Automatic consideration for some awards,Most assess automatically on admission,"AUD 29,710/yr living costs + first-year tuition + return airfare (subclass 500, 2026 figure)","post-study work visa — 2 yrs for a bachelor; Wollongong is a designated regional area, which can add an extra year",MQA recognised; weaker Malaysian employer recognition than the Go8,Direct to UOW (international) / UAC,,2027 Autumn (Feb) or Spring (July) — no Sept intake,,https://www.uow.edu.au/study/courses/bachelor-of-data-science-and-analytics/,Not verified
Longlist,70,B,Safety,,Adelaide University,Bachelor of Mathematical Sciences (Data Science),,Australia,Adelaide,,QS Data Science & AI 2026 — ranked in band,QS ~#82,Australian Year 12 or equivalent; A Levels accepted; indicative Australian entry score around 80,"AAAB predicted (Maths A, Further Maths A, Chemistry A, Physics B)",Above,IELTS 6.5 overall (6.0 each band),AUD 50800,AUD 152400,AUD 29710,3,748743,Adelaide University Global Citizens Scholarship / Vice-Chancellor's Scholarship,Typically 15-30% fee remission,Automatic consideration for some awards,Most assess automatically on admission,"AUD 29,710/yr living costs + first-year tuition + return airfare (subclass 500, 2026 figure)","post-study work visa — 2 yrs for a bachelor; Adelaide is a designated regional centre, which can add an extra year","MQA recognised; solid Malaysian employer recognition, below Go8 peers",Direct to Adelaide University (international),,2027 Semester 2 (July) — Semester 1 (Feb 2027) also offered,,https://www.adelaide.edu.au/degree-finder/,Not verified
Finalist,94,A,Match,,National University of Singapore,BSc (Hons) in Data Science and Applied AI,"4-yr direct-honours BSc, 160 units, with a big elective block leaving room for a minor or exchange.",Singapore,Singapore,"Intense and bell-curved against a strong cohort — competitive, but a broadly supportive campus.",QS Data Science & AI #3 in the world (2026) — the best-ranked university outside the US,QS #8,International A-Level accepted.,"AAAB predicted (Maths A, Further Maths A, Chemistry A, Physics B)",Meets,IELTS 6.5 typical for NUS — confirm the exact band at Stage 4,SGD 18050,SGD 72200,SGD 16000,4,476700,ASEAN Undergraduate Scholarship — there is no separate application. Every eligible admission applicant is automatically considered.,"100% of post-grant tuition, plus S$5,800/yr living, S$3,000/yr accommodation and a one-off S$1,750 computer allowance.","Selection is by interview, held January to July. NUS states it may award nothing at all if no candidate is good enough.",Just apply for NUS undergraduate admission by the international-qualifications deadline — you are considered automatically. If shortlisted you are interviewed.,Proof of funds required for the ICA Student's Pass — amount to confirm at Stage 4,Singapore has NO post-study work visa. Your Student's Pass lapses when you graduate and you get roughly a 30-day grace period.,"MQA recognised; Data Science is not a regulated profession, so no professional-body gate. NUS carries exceptionally strong employer recognition in Malaysia.",NUS Office of Admissions online application (international qualifications route),,"August 2027 — Singapore runs one intake a year, so his 'Sept 2027' maps here cleanly",,https://www.stat.nus.edu.sg/education/undergraduate/prospective-student/major-in-data-science-applied-ai/,Not verified
Finalist,94,A,Reach,,Nanyang Technological University,Bachelor of Computing (Hons) in Data Science and Artificial Intelligence,"4-yr direct-honours Bachelor of Computing, run jointly by the computing and maths schools.",Singapore,Singapore,"Hall life is the heart of NTU — 23 halls with their own councils, camps and sports; first-years usually get one.",QS Data Science & AI #4 in the world (2026),QS #12,International A-Level accepted. NTU asks for good A-Level results and a strong Mathematics foundation;,"AAAB predicted (Maths A, Further Maths A, Chemistry A, Physics B)",Not published,No IELTS/TOEFL for A-Level applicants taught in English; NTU only requires tests for certain other qualifications.,SGD 18050,SGD 72200,SGD 16000,4,476700,NTU ASEAN Undergraduate Scholarship — considered through the admission application,Tuition (after the MOE Tuition Grant) plus living and accommodation allowances — confirm exact NTU figures at Stage 4;,Merit-based with interview. No published award count.,Considered via the undergraduate admission application. Requires taking up the MOE Tuition Grant and its 3-year bond.,Proof of funds required for the ICA Student's Pass — amount to confirm at Stage 4,No post-study work visa. Student's Pass lapses at graduation (~30-day grace).,"MQA recognised; Data Science is unregulated, no professional-body gate. NTU is very strongly recognised by Malaysian employers.",NTU online undergraduate application (international qualifications route),,August 2027 — Singapore's single annual intake,,https://www.ntu.edu.sg/spms/admissions/undergrad/detail/bachelor-of-science-in-data-science-artificial-intelligence,Not verified
Finalist,91,A,Reach,,National University of Singapore,BSc (Hons) in Data Science and Economics,"4-yr BSc (Hons), a cross-disciplinary programme run jointly by statistics, economics and computing.",Singapore,Singapore,"Rigorous and pre-professional: a heavy workload against a straight-A cohort, but rewarding.",QS Data Science & AI #3 in the world (2026),QS #8,Direct-admit course. NUS's published grade profile is AAA/A at BOTH the 10th and the 90th percentile — meaning essentially everyone admitted holds straight A's.,"AAAB predicted (Maths A, Further Maths A, Chemistry A, Physics B)",Below,IELTS 6.5 typical for NUS — confirm the exact band at Stage 4,SGD 18050,SGD 72200,SGD 16000,4,476700,ASEAN Undergraduate Scholarship — no separate application; all eligible admission applicants are considered automatically.,"100% of post-grant tuition, plus S$5,800/yr living, S$3,000/yr accommodation and a one-off S$1,750 computer allowance.","Interview-based, January to July. NUS may award nothing if no candidate is strong enough. No award count published.",Automatic consideration on your admission application; interview if shortlisted. Requires taking the MOE Tuition Grant (and its 3-year bond) and a GPA of 3.50 to renew.,Proof of funds required for the ICA Student's Pass — amount to confirm at Stage 4,No post-study work visa. Student's Pass lapses at graduation (~30-day grace).,"MQA recognised; Data Science is unregulated, no professional-body gate. Very strong employer recognition in Malaysia.",NUS Office of Admissions online application (international qualifications route),,August 2027 — Singapore's single annual intake,,https://www.stat.nus.edu.sg/education/undergraduate/prospective-student/major-in-data-science-economics/,Official page
Shortlist,91,A,Reach,,National University of Singapore,Bachelor of Computing (Hons) in Business Analytics,,Singapore,Singapore,,QS Data Science & AI #3 in the world (2026),QS #8,Direct-admit course in the School of Computing. Published grade profile is AAA/A at both the 10th and 90th percentile. Strong Maths required.,"AAAB predicted (Maths A, Further Maths A, Chemistry A, Physics B)",Below,IELTS 6.5 typical for NUS — confirm the exact band at Stage 4,SGD 18050,SGD 72200,SGD 16000,4,476700,ASEAN Undergraduate Scholarship — no separate application; automatic consideration on the admission application.,"100% of post-grant tuition, plus S$5,800/yr living, S$3,000/yr accommodation and a one-off S$1,750 computer allowance.","Interview-based, January to July; NUS may decline to award. No published award count.",Automatic on the admission application; interview if shortlisted. Requires the MOE Tuition Grant (3-year bond) and GPA 3.50 to renew.,Proof of funds required for the ICA Student's Pass — amount to confirm at Stage 4,No post-study work visa. Student's Pass lapses at graduation (~30-day grace).,"MQA recognised; unregulated field, no professional-body gate. Very strong employer recognition in Malaysia.",NUS Office of Admissions online application (international qualifications route),,August 2027 — Singapore's single annual intake,,https://www.nus.edu.sg/oam/admissions/indicative-grade-profile,Not verified
Longlist,70,B,Match,,Singapore Management University,BSc (Economics) with second major in Data Science and Analytics,,Singapore,Singapore,,"Not ranked by QS for Data Science & AI; SMU is well regarded regionally for business, economics and finance","QS #500s overall — SMU is a small specialist university, so its overall rank understates its standing in business and finance",International A-Level accepted. SMU is less grade-saturated than NUS/NTU but publishes no published grade profile — the exact bar is unknown.,"AAAB predicted (Maths A, Further Maths A, Chemistry A, Physics B)",Meets,Confirm at Stage 4,SGD 25150,SGD 100600,SGD 18000,4,604100,SMU undergraduate scholarships — confirm which are open to international students at Stage 4,Not established this session,Not established this session,Not established this session — SMU's scholarship structure was not confirmed and must not be assumed to match NUS/NTU's ASEAN Undergraduate Scholarship,Proof of funds required for the ICA Student's Pass — amount to confirm at Stage 4,No post-study work visa. Student's Pass lapses at graduation (~30-day grace).,"MQA recognised; unregulated field, no professional-body gate. SMU is well recognised by Malaysian employers in banking and finance.",SMU online undergraduate application (international qualifications),,August 2027 — Singapore's single annual intake,,https://economics.smu.edu.sg/bachelor-science-economics/curriculum/2nd-major-data-science-and-analytics,Not verified
Longlist,54,C,Safety,,James Cook University Singapore,Bachelor of Science (Majoring in Data Science),,Singapore,Singapore,,Not ranked by QS for Data Science & AI,JCU (the Australian parent) sits around QS #400-500; the Singapore branch campus carries little independent standing,Open entry relative to the public universities — his AAAB is comfortably above what JCU Singapore asks.,"AAAB predicted (Maths A, Further Maths A, Chemistry A, Physics B)",Above,IELTS 6.0 with no component below 6.0 (official JCU Singapore page),SGD 35839,SGD 71678,SGD 16000,2,362873,JCU Singapore scholarships — not established this session,Not established this session,Not established this session,"NOT eligible for the MOE Tuition Grant or the ASEAN Undergraduate Scholarship — those are for Singapore's autonomous universities (NUS/NTU/SMU/SUTD/SIT/SUSS), not private institutions.",Proof of funds required for the ICA Student's Pass — amount to confirm at Stage 4,"No post-study work visa, and NO Tuition Grant bond either (the grant is not available here) — so no obligation to stay, but also no subsidy.","MQA recognition of a 2-year JCU Singapore BSc is NOT established and must be checked — this is a real open question, not a formality.",JCU Singapore direct online application,,"September 2027 (JCU runs trimesters: January, May, September) — the only Singapore row that actually offers a September start",,https://www.jcu.edu.sg/courses-and-study/courses/course/bachelor-of-science-majoring-in-data-science,Not verified
Longlist,79,A,Safety,,Monash University Malaysia,Bachelor of Applied Data Science,,Malaysia,Subang Jaya,,Monash (parent) QS Data Science & AI top-100; strong subject rep,Monash QS ~#37 (parent university),A-Level aggregate score 9 (Monash MY scale); higher-level Mathematics required,"A/A/B/A predicted (Maths A, Further Maths A, Physics B, Chemistry A)",Above,Monash English requirements (IELTS ~6.5 typical); MUET accepted for locals,MYR 51360,MYR 154080,MYR 15000,3,199080,Monash Malaysia merit / High Achiever scholarships — apply via admissions,,,,"n/a (Malaysian citizen, local student)",Graduates in Malaysia — no automatic foreign PSW visa; Monash testamur is globally portable for later overseas job/visa applications,MQA-registered (baseline); Monash degree strongly recognised by Malaysian employers,Direct application (Monash Malaysia admissions),,2027 (intakes Feb / Jul / Oct — NO Sept intake),,https://www.monash.edu.my/study/undergraduate/science/bachelor-of-applied-data-science,Not verified
Longlist,79,A,Safety,,Monash University Malaysia,Bachelor of Computer Science in Data Science,,Malaysia,Subang Jaya,,Monash (parent) strong CS/DS subject rep,Monash QS ~#37 (parent university),A-Level aggregate score 9 (Monash MY scale),A/A/B/A predicted,Above,Monash English requirements (IELTS ~6.5 typical); MUET accepted for locals,MYR 47040,MYR 141120,MYR 15000,3,186120,Monash Malaysia merit scholarships; Industry-Based Learning (IBL) pays a scholarship during a 22-week placement,,,,n/a (local student),Graduates in Malaysia — no automatic foreign PSW visa; Monash degree portable for later overseas applications,MQA-registered (baseline); Monash degree strongly recognised by Malaysian employers,Direct application (Monash Malaysia admissions),,2027 (intakes Feb / Jul / Oct — NO Sept intake),,https://www.monash.edu.my/study/undergraduate/information-technology/bachelor-of-computer-science-in-data-science,Not verified
Longlist,79,A,Safety,,Sunway University,Bachelor of Information Systems (Honours) (Data Analytics) — dual award with Lancaster University,,Malaysia,Bandar Sunway,,Lancaster (dual-award partner) QS ~#120s; Sunway strong private-university reputation,Sunway QS ~#585; Lancaster ~#123 (dual award),A-Level minimum 12 points (min grade D in at least 2 subjects; A=10/B=8/C=6/D=4),A/A/B/A predicted (~28+ points) — far above the 12-point floor,Above,IELTS 6.0 / MUET Band 4 / SPM English B,MYR 41000,MYR 123000,MYR 15000,3,168000,SEG / Sunway merit scholarships (results-based) — apply via scholarship.sunway.edu.my,,,,n/a (local student),Graduates in Malaysia; the Lancaster (UK) dual degree strengthens later UK/overseas job/visa applications,MQA-registered (baseline) + UK Lancaster degree — well recognised by employers,Direct application (Sunway admissions),,2027 (intakes January / April / September — Sept maps to his preference),,https://sunwayuniversity.edu.my/faculty-of-engineering-and-technology/courses/bachelor-of-information-systems-honours-data,Not verified
Longlist,75,A,Match,,University of Malaya (UM),Bachelor of Computer Science (Data Science),,Malaysia,Kuala Lumpur,,UM is Malaysia's top public university for CS/computing,QS #58 world (2026) — highest-ranked Malaysian university,A-Level: grade B in Mathematics + grade B in one of Physics/Computing/Chemistry/Biology/Further Mathematics,A/A/B/A predicted — clears B/B comfortably,Meets,MUET Band 3.5 (local route) / IELTS 5.5 equivalent,MYR 21571,MYR 75500,MYR 15000,3.5,128000,UPU subsidised place is itself the main funding lever for a local student; limited merit scholarships for SATU self-funded route,,,,n/a (local student),Graduates in Malaysia — no automatic foreign PSW; UM degree well recognised by Malaysian employers,MQA-registered (baseline); UM carries the strongest domestic employer recognition of the local publics,UPU (subsidised) or SATU (direct self-funded local entry),,2027 (Semester 1 October / Semester 2 March intakes),,https://study.um.edu.my/,Not verified
Longlist,75,A,Match,,University of Nottingham Malaysia,BSc (Hons) Mathematics and Data Science,,Malaysia,Semenyih (Selangor),,"Nottingham (parent, UK Russell Group) strong maths/CS reputation",Nottingham QS ~#97 (parent university),A-Level ~ABB incl. A in Mathematics (INFERRED — verify),A/A/B/A predicted (A in Maths & Further Maths),Meets,IELTS ~6.0-6.5 (Nottingham standard); MUET accepted,MYR 53500,MYR 160500,MYR 15000,3,205500,Nottingham Malaysia merit scholarships — apply via admissions,,,,n/a (local student),Graduates in Malaysia; UK Russell Group (Nottingham) degree strengthens later UK/overseas applications,MQA-registered (baseline) + UK Russell Group degree — strong recognition,Direct application (Nottingham Malaysia admissions),,2027 (September intake — maps to his preference),,https://www.nottingham.edu.my/ugstudy/course/mathematics-and-data-science-bsc-hons,Not verified
Longlist,72,B,Safety,,Asia Pacific University (APU),BSc (Hons) in Computer Science with a specialism in Data Analytics,,Malaysia,"Kuala Lumpur (Bukit Jalil, Technology Park Malaysia)",,APU — Premier Digital Tech University; strong tech/computing employer reputation (not research-ranked),APU QS ~#1200+ overall but 5-star SETARA / MSC status,A-Level: 2 passes (grade A-D) in Science stream with a pass in Mathematics + one Science/ICT subject,A/A/B/A predicted — easily clears,Above,IELTS 5.0 / MUET Band 3.5,MYR 34867,MYR 104600,MYR 15000,3,149600,"APU merit scholarships (results-based, can be substantial) — apply via scholarships-financial-aids",,,,n/a (local student),Graduates in Malaysia — no automatic foreign PSW; strong domestic tech-industry placement,"MQA-registered (baseline); APU well recognised by Malaysian tech employers, strong graduate-employability record",Direct application (APU admissions),,2027 (multiple intakes per year),,https://www.apu.edu.my/course/bsc-hons-in-computer-science-data-analytics,Not verified
Longlist,71,B,Safety,,Heriot-Watt University Malaysia,BSc (Hons) Statistical Data Science,,Malaysia,Putrajaya,,"Heriot-Watt (parent, UK) solid statistics/actuarial reputation",Heriot-Watt QS ~#256 (parent university),A-Level: BBB including B in Mathematics,A/A/B/A predicted — clears BBB,Above,IELTS ~6.0-6.5 (Heriot-Watt standard); MUET accepted,MYR 45240,MYR 135720,MYR 15000,3,180720,Heriot-Watt Malaysia scholarships & bursaries (merit-based) — apply via admissions,,,,n/a (local student),Graduates in Malaysia; UK Heriot-Watt degree strengthens later UK/overseas applications,"MQA-approved (KPT/JPS R/462/6/0018, MQA/FA8513) + UK degree — well recognised",Direct application (Heriot-Watt Malaysia admissions),,2027 (September / January intakes — Sept maps to his preference),,https://www.hw.ac.uk/malaysia/study/undergraduate/statistical-data-science,Not verified
Longlist,69,B,Safety,,Multimedia University (MMU),Bachelor of Computer Science (Hons) in Data Science,,Malaysia,Cyberjaya (Selangor),,"MMU — established private tech university, decent computing reputation",MMU QS ~#1200 band; strong MSC/industry links,A-Level: 2 passes incl. Mathematics (typical MMU CS bar),A/A/B/A predicted — easily clears,Above,IELTS ~5.5-6.0 / MUET Band 3,MYR 20750,MYR 62250,MYR 15000,3,107250,MMU scholarships & fee waivers (incl. alumni-linked 100% waivers) — apply via admissions,,,,n/a (local student),Graduates in Malaysia — no automatic foreign PSW; solid domestic tech placement (Cyberjaya hub),MQA-registered (baseline); MMU well established with Malaysian tech employers,Direct application (MMU admissions),,2027 (multiple intakes),,https://www.mmu.edu.my/,Not verified
Longlist,64,B,Safety,,Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),Bachelor of Applied Science in Data Analytics with Honours,,Malaysia,Gambang (Pahang),,UMPSA — public technological university; lower national profile than UM/Monash,Public technical university (not QS top-ranked),A-Level / HSC: at least THREE subjects passed with min grade C incl. Mathematics,A/A/B/A predicted — far above min C,Above,MUET Band 3 / IELTS Band 4.0 (below this triggers a Preparatory Intensive English programme),MYR 4000,MYR 14000,MYR 12000,3.5,56000,Public-university subsidised fee is the main lever; PTPTN loan / JPA where eligible,,,,n/a (local student),Graduates in Malaysia — no automatic foreign PSW,MQA-approved (MQA/FA12425); public-university degree recognised domestically,UPU / direct (UMPSA international-admissions page used),,2027,,https://admission.umpsa.edu.my/undergraduate-study/applied-science-international/bsd-data-analytics-international,Not verified
